Menu Category,Menu Item,City,Serve Size (g),Energy,Protein,Total Fat,Sat Fat,Trans Fat,Cholesterol,Total Carbohydrate,Total Sugars,Added Sugars,Sodium,Popularity,Price,Special Promotions,Local Favorites,Customer Ratings,Health Conscious,Sustainability Rating,Availability Hours
Drink Menu,Sprite,Bangalore,89.11,808.25,23.85,19.95,11.25,0.19,21.45,63.77,9.08,0.96,524.54,9.76,10.51,Yes,No,1.67,No,9.55,Evening
Meal Menu,McCombo Meal,Mumbai,326.72,891.42,15.75,7.87,10.41,0.82,44.18,32,3.85,8.29,1205.12,4.17,5.17,Yes,Yes,2.58,Yes,3.49,Evening
Meal Menu,Chicken Supreme Meal,Delhi,338.57,448.17,14.89,32.12,13.01,0.79,47.17,44.32,11.41,8.07,280.82,2.14,9.32,No,No,1.63,Yes,6.16,Morning
Drink Menu,Iced Tea,Kolkata,112.87,466.02,8.92,19.37,14.62,0.35,36.62,53.14,17.13,4.58,442.67,7.64,4.79,Yes,No,3.52,Yes,1.98,Evening
Drink Menu,Pepsi,Bangalore,225.71,658.16,5.63,18.35,1.99,0.63,48.13,47.54,11.37,5.81,502.82,6.13,7.71,Yes,No,4.68,Yes,1.8,Afternoon
Regular Menu,McSpicy Chicken Burger,Kolkata,262.14,475.47,14.06,15.54,15.25,0.92,48.41,76.16,8.86,9.46,1376.48,5.44,14.68,Yes,Yes,3.57,Yes,1.75,Morning
Dessert Menu,Chocolate Sundae,Delhi,153.02,738.77,7.05,6.95,12.72,0.76,45.65,36,3.01,1.05,1009.83,4.76,1.52,Yes,No,5.77,Yes,8.15,Evening
Dessert Menu,Caramel McFlurry,Bangalore,156.34,565.15,18.52,32.31,18.29,0.03,48.73,22.08,16.14,4.31,1324.12,1.13,2.16,Yes,No,4.68,No,7.31,Afternoon
Dessert Menu,Chocolate Sundae,Delhi,243.86,303.34,15.58,32.46,4.27,0.68,20.04,52.24,17.74,8.02,1332.79,6.59,5.16,No,Yes,3.35,No,9.38,Morning
Regular Menu,American Veg Burger,Chennai,339.25,413.36,24.54,12.2,5.99,0.62,7.38,115.6,8.9,1.92,994.15,4.54,9.69,Yes,No,9.94,No,2.57,Evening
Regular Menu,McGrilled Chicken Wrap,Ahmedabad,103.6,589.45,17.93,23.09,17.8,0.57,24.38,26.61,2.3,0.04,1492.18,1.67,4.79,Yes,Yes,6.8,No,2.04,Morning
Regular Menu,American Veg Burger,Bangalore,220.72,612.2,10.31,38.12,13.58,0.56,12.18,39.39,14.55,0.25,498.42,7.22,3.74,No,No,7.06,Yes,3.3,Afternoon
Dessert Menu,Vanilla Ice Cream,Pune,287.02,840.99,9.25,18.12,15.42,0.73,20.79,46.97,13.25,1.84,1006.98,3.01,10.81,Yes,No,1.3,Yes,7.46,Afternoon
Regular Menu,Spicy Paneer Wrap,Pune,98.19,309.36,16.18,13.14,19.28,0.35,7.67,74.24,17.97,3.71,732.54,7.19,8.16,Yes,No,1.89,Yes,5.88,Evening
Drink Menu,Iced Tea,Hyderabad,278.32,337.7,10.62,18.21,18.32,0.3,30.57,69.84,16.08,0.99,374.82,8.25,5.01,No,No,3.72,No,8.18,Afternoon
Meal Menu,Chicken Supreme Meal,Ahmedabad,333.02,862.43,11.82,13.69,17.21,0.42,12.48,41.34,19.52,7.3,257.53,2.54,1.5,No,No,7.73,Yes,2.04,Evening
Meal Menu,Veggie Deluxe Meal,Hyderabad,263.02,424.39,10.08,16.14,14.73,0.49,41.7,80.75,8.62,2.58,1488.57,8.4,5.63,No,No,2.55,Yes,6.1,Evening
Drink Menu,Orange Juice,Mumbai,208.41,361.57,14.63,23.05,9.42,0.9,47.16,117.8,0.3,5.54,838.2,1.24,2.84,No,No,3.54,Yes,5.6,Afternoon
Dessert Menu,Chocolate Sundae,Hyderabad,302.51,596.31,24.81,9.65,18.81,0.08,1.25,90.48,13.48,7.24,930.49,9.71,1.82,Yes,No,4.78,Yes,8.19,Morning
Dessert Menu,Caramel McFlurry,Kolkata,322.36,321.11,14.76,8.16,10.27,0.66,14.26,105.04,1.62,4.29,646.73,9.62,2.12,Yes,No,7.27,Yes,3.25,Morning
Regular Menu,American Veg Burger,Pune,174.85,593.77,7.49,30.23,19.15,0.6,30.91,101.14,16.38,4.26,1190.51,5.05,4.89,Yes,No,2.59,Yes,2.31,Evening
Meal Menu,Chicken Supreme Meal,Hyderabad,191.93,471.31,17.87,30.15,4.99,0.2,18.13,50.22,10.05,8.67,464.28,2.85,6.05,Yes,No,9.56,Yes,2.69,Morning
Dessert Menu,Caramel McFlurry,Ahmedabad,303.69,474.64,12.75,26.04,12.57,0.78,30.09,113.85,6.79,7.87,993.2,9.22,13.74,Yes,No,7.64,Yes,6.76,Afternoon
Dessert Menu,Vanilla Ice Cream,Kolkata,219.59,516.5,12.02,6.23,1.79,0.52,44.82,115.7,14.65,3.36,460.86,2.66,10.21,No,No,2.31,No,7.72,Afternoon
Meal Menu,Chicken Supreme Meal,Bangalore,314.86,318.34,15.44,25.38,3.09,0.65,9.52,55.66,1.32,1.25,1056.02,5.08,3.13,No,Yes,9.08,No,9.93,Afternoon
Drink Menu,Orange Juice,Kolkata,332.74,870.97,23.53,24.4,17.89,0.38,32.02,92.03,7.05,7.17,642.33,4.24,2.33,Yes,No,6.62,No,7.9,Evening
Dessert Menu,Chocolate Sundae,Pune,145.98,245.73,11.05,23.03,1.07,0.86,2.17,47.16,5.4,9.53,693.85,1.96,5.12,No,Yes,9.21,Yes,4.28,Morning
Drink Menu,Pepsi,Bangalore,222.4,215.02,8.74,26.4,5.53,0.44,37.43,85.28,14.04,8.15,246.35,7.99,7.84,Yes,No,4.04,No,4.47,Afternoon
Meal Menu,McCombo Meal,Delhi,288.07,580.54,16.53,37.18,7.82,0.56,34.56,52.97,14.87,9.28,374.1,8.47,7.71,No,No,9.44,No,6.52,Evening
Regular Menu,Green Chilli Aloo Naan,Hyderabad,265.47,870.56,22.54,38,6.48,0.83,17.24,64.27,19.19,0.74,385.18,1.32,1.5,No,No,9.73,No,2.14,Afternoon
Drink Menu,Hot Coffee,Hyderabad,236.96,332.09,12.81,26.32,11.05,0.83,11.43,52.17,19.68,7.25,1381.83,6.7,12.75,No,No,9.89,Yes,1.91,Evening
Regular Menu,Green Chilli Aloo Naan,Kolkata,126.58,767.71,21.12,27.04,2.68,0.43,0.04,83.15,15.43,4.51,1469.47,4.77,8.28,Yes,Yes,8.93,No,8.03,Evening
Drink Menu,Orange Juice,Ahmedabad,211.22,480.17,7.56,10.17,2.57,0.47,43.12,93.05,17,5.74,610.4,6.62,14.34,Yes,No,3.14,No,1.01,Afternoon
Drink Menu,Coca-Cola,Hyderabad,193.39,508.27,7.58,13.84,19.77,0.42,22.61,40.14,7.91,3.43,1201.78,3.4,3.94,Yes,Yes,6.3,Yes,5.26,Evening
Dessert Menu,Apple Pie,Delhi,298.26,658.93,15.94,32.69,5.09,0.58,2.58,56.83,4.86,1.22,334.9,2,1.15,Yes,Yes,1.29,No,5.1,Evening
Meal Menu,Veggie Deluxe Meal,Hyderabad,290.89,319.3,17.82,19.92,4.27,0.43,25.61,69.94,9.52,0.23,244.24,7.4,5.74,No,Yes,9.38,No,2.85,Afternoon
Drink Menu,Coca-Cola,Delhi,96.33,273.57,23.97,16.32,11.34,0.85,42.01,77.5,17.71,0.27,967.33,2.14,9.85,Yes,No,6.9,Yes,8.63,Morning
Meal Menu,McCombo Meal,Chennai,131.62,824.64,5.51,14.69,9.68,0.14,5.26,108.59,1.23,7.02,262.17,5.11,5.02,No,No,5.23,Yes,5.89,Afternoon
Drink Menu,Iced Tea,Kolkata,325.95,252.26,10.44,9.02,4.1,0.68,18.91,115.06,7.13,9.99,1202.46,1.06,10.83,No,No,4.26,Yes,2.91,Evening
Regular Menu,Spicy Paneer Wrap,Chennai,277.07,399.62,12.97,9.66,15.23,0.73,39.81,24.54,8.14,1.16,658.05,9.35,13.06,Yes,Yes,7.97,Yes,8.18,Morning
Drink Menu,Hot Tea,Hyderabad,228.94,701.61,9.65,16.47,8.75,0.72,26.36,35.67,0.35,1.72,989.88,5.66,1.36,Yes,No,5.57,No,8.47,Morning
Meal Menu,Veggie Deluxe Meal,Mumbai,288.87,679.37,20.76,37.28,11.91,0.84,6.42,103.45,11.91,9.72,1396.32,9.71,8.71,Yes,Yes,7.63,No,2.19,Afternoon
Meal Menu,Chicken Supreme Meal,Hyderabad,318.51,864.15,20.47,38.33,5.44,0.27,21.37,75.3,1.58,6.35,266.87,2.72,11.07,Yes,Yes,1.08,Yes,2,Afternoon
Regular Menu,McVeggie™ Burger,Bangalore,290.05,706.62,16.43,14.74,3.07,0.65,32,99.03,7.82,5.9,220.7,4.26,10.32,No,No,2.74,No,3.89,Evening
Regular Menu,Spicy Paneer Wrap,Bangalore,241.81,619.2,14.18,27.62,16.79,0.16,34.87,107.08,12.85,3.56,215,3.8,14.54,Yes,No,6.6,Yes,2.29,Evening
Meal Menu,McCombo Meal,Hyderabad,169.37,471.46,23.89,25.61,14.23,0.9,35.78,114.96,19.99,7.01,308.63,4.22,7.95,No,Yes,1.21,Yes,8.81,Evening
Dessert Menu,Apple Pie,Chennai,147.11,818.35,12.19,10.87,2.24,0.53,41.35,84.03,5.85,4.9,940.58,5.2,5.97,Yes,Yes,9.33,Yes,7.02,Afternoon
Dessert Menu,Caramel McFlurry,Ahmedabad,91.35,828.49,11.08,37.34,2.61,0.85,32.74,72.27,10.16,0.49,971.55,3.62,12.52,No,No,4.14,Yes,5.7,Evening
Drink Menu,Hot Coffee,Bangalore,233.05,536.29,22.29,38.87,9.03,0.31,48.03,64.39,15.19,3.98,540.55,7.2,6.05,No,Yes,3.39,Yes,4.83,Afternoon
Drink Menu,Iced Tea,Hyderabad,107.64,615.36,7.31,27.04,13.22,0.88,37.21,32.65,3.17,6.98,769.75,6.01,7.64,Yes,Yes,5.32,No,4.47,Evening
Drink Menu,Coca-Cola,Hyderabad,162.42,359.74,14.96,13.32,15.48,0.44,44.02,35.65,10.78,4.01,897.87,6.11,8.85,Yes,No,9.35,No,6.55,Afternoon
Regular Menu,Veg Maharaja Mac,Pune,292.19,414.26,10.08,25.6,2.96,0.36,48.89,70.27,4.13,9.45,995.23,2.78,4.7,No,No,3.79,No,6.39,Afternoon
Drink Menu,Iced Tea,Kolkata,106.1,285.34,18.42,8.78,9.72,0.3,16.19,25.71,18.01,4.17,966.56,1.28,1.75,No,Yes,3.24,No,1.81,Evening
Meal Menu,Chicken Supreme Meal,Delhi,313.47,672.44,18.36,18.57,4.46,0.39,40.67,72.51,14.76,9.88,1201.62,9.33,2.26,No,No,3.94,Yes,8.3,Evening
Drink Menu,Hot Chocolate,Kolkata,103.97,292.87,15.28,12.67,7.73,0.54,30.89,28.97,17.62,6.74,408.06,9.28,11.76,No,No,2.24,Yes,6.26,Morning
Dessert Menu,Vanilla Ice Cream,Delhi,298.42,756.12,20.24,24.75,3.39,0.6,22.41,98.41,19.32,2.84,947.83,6.69,7.92,No,No,7.8,Yes,7.89,Evening
Dessert Menu,Vanilla Ice Cream,Bangalore,241.8,555.95,6.24,38.28,5.48,0.33,44.03,99.71,2.25,4.25,332.92,4.45,10.83,No,Yes,2.35,Yes,6.22,Morning
Regular Menu,Pizza Puff,Bangalore,286.69,365.09,22.7,21.59,16.42,0.03,44.61,69.13,19.67,6.48,601.43,4.09,2.93,Yes,Yes,3.66,Yes,1.49,Evening
Drink Menu,Orange Juice,Chennai,304.03,423.13,19.5,32,5.11,0.16,4.49,64.39,19.16,6.97,628.8,7.86,4.72,No,No,8.83,Yes,3.07,Evening
Drink Menu,Orange Juice,Bangalore,289.19,613.92,18.92,16.37,3.16,0.96,35.07,51.5,1.51,4.61,1047.17,9.29,2.68,Yes,No,8.76,No,7.92,Morning
Drink Menu,Hot Chocolate,Bangalore,122.27,793.57,9.34,20.57,18.59,0.44,5.43,84.01,16.9,5.69,926.95,1.74,6.96,Yes,No,3.39,Yes,6.69,Afternoon
Regular Menu,Chicken McNuggets,Hyderabad,201.79,795.74,24.45,38.41,16.81,0.66,11.77,77.76,19.33,0.45,819.47,8.55,11.93,Yes,No,7.73,Yes,9.82,Evening
Regular Menu,Green Chilli Aloo Naan,Mumbai,242.37,489.72,8.82,7.43,9.26,0.8,43.19,63.74,18.41,5.56,1331.49,6.4,10.81,No,Yes,2.8,Yes,3.06,Evening
Drink Menu,Hot Chocolate,Kolkata,122.96,560.89,9.34,27.8,19.61,0.22,42.8,81.67,4.61,6.55,870.67,4.58,10.88,Yes,Yes,8.68,Yes,9.48,Morning
Dessert Menu,Vanilla Ice Cream,Delhi,111.28,840.54,10.21,19.26,3.51,0.1,20.97,61.97,10.59,3.53,272.5,9.57,9.33,Yes,Yes,8.28,Yes,5.09,Evening
Drink Menu,Pepsi,Chennai,96,355.77,12.58,39.21,9.86,0.46,47.03,27.41,19.11,6.48,1118.42,5.21,7.55,Yes,No,6.83,No,9.33,Evening
Dessert Menu,Chocolate Sundae,Chennai,268.84,694.9,24.04,6.2,6.54,0.53,23.02,94.78,13.95,5.19,267.08,2.4,9.85,No,Yes,2.17,Yes,4.05,Evening
Drink Menu,Orange Juice,Pune,291.78,726.93,13.3,26.59,14.17,0.75,8.34,25.15,16.88,9.66,505.02,3.53,7.21,Yes,No,4.06,No,1.02,Morning
Drink Menu,Iced Tea,Kolkata,275.97,861.52,5.06,33.5,6.42,0.36,46.4,117.75,4.71,3.8,619,6.46,6.02,Yes,No,3.35,No,9.57,Morning
Drink Menu,Sprite,Chennai,235.33,622.11,14.02,34.78,6.85,0.68,49.41,79.85,11.3,3.52,366.72,4.81,11.37,No,Yes,7.25,No,6.26,Afternoon
Meal Menu,Veggie Deluxe Meal,Pune,314.07,269.56,5.44,20.25,2.53,0.22,24.26,24,17.35,4.02,1002.15,8.4,5.03,No,Yes,9.53,No,2.71,Evening
Dessert Menu,Caramel McFlurry,Kolkata,100.02,266.77,13.16,35.09,14.68,0.15,47.41,76.75,17.62,5.44,827.28,6.45,13.78,Yes,No,8.69,No,2.59,Evening
Regular Menu,Chicken McNuggets,Chennai,135.92,425.19,19.05,25.99,4.39,0.8,5.7,98.13,7.27,6.83,1163.44,7.77,6.29,No,Yes,9.32,No,1.84,Evening
Dessert Menu,Apple Pie,Ahmedabad,98.5,608.09,9.73,13.8,15.26,0.37,44.34,62.62,18.78,8.51,1111.22,3.51,14.63,Yes,Yes,1.47,Yes,4.5,Afternoon
Regular Menu,American Veg Burger,Kolkata,110.59,428.99,23.15,11.21,1.34,0.41,12.66,80.7,15.43,0.81,891.51,8.61,7.19,Yes,Yes,4.1,No,2.35,Morning
Drink Menu,Iced Tea,Ahmedabad,94.59,610.98,23.72,12.51,3.28,1,3.63,52.99,17.63,4.96,1443.57,1.6,7.21,No,No,8.47,No,3.67,Afternoon
Dessert Menu,Caramel McFlurry,Delhi,237.73,402.94,24.87,23.83,19.9,0.86,40.43,65.35,12.38,2.05,1426.83,9.52,7.3,No,Yes,9.74,No,3.18,Morning
Drink Menu,Hot Tea,Bangalore,95.16,322.98,13.16,12.11,19.43,0.19,44.49,66.07,18.97,9.52,907.71,3.22,9.85,No,No,7.29,No,4.16,Evening
Regular Menu,Veg Maharaja Mac,Delhi,184.84,420.67,5.6,31.67,17.69,0.79,25.37,58.5,10.34,9.72,1264.06,7.22,1.52,Yes,No,3.96,No,8.99,Afternoon
Drink Menu,Hot Chocolate,Hyderabad,130.85,829.71,10.34,17.51,9.16,0.89,34.01,73.89,11.48,5.62,1279.51,7.74,14.07,No,No,4.73,Yes,4.61,Evening
Dessert Menu,Caramel McFlurry,Pune,169.3,749.6,15.57,31.15,3.78,0.49,23.74,21.67,11.08,3.32,1150.94,3.57,10.57,Yes,No,1.61,No,7.1,Evening
Meal Menu,Veggie Deluxe Meal,Pune,263.92,663.45,21.59,20.53,11.01,0.54,6.65,116.76,14.41,2.94,1113.51,1.51,12.98,Yes,Yes,2.23,Yes,4.34,Evening
Meal Menu,Veggie Deluxe Meal,Ahmedabad,238.27,874.59,16.59,37.95,13.49,0.94,13.93,20.47,3.14,2.81,206.17,5.56,3.01,No,No,3.16,Yes,6.11,Evening
Dessert Menu,Apple Pie,Hyderabad,228.94,595.33,21,25.19,18.13,0.63,14.32,117.72,7.17,2.54,653.71,7.75,3.49,No,Yes,4.85,No,1.58,Morning
Dessert Menu,Caramel McFlurry,Hyderabad,251.1,742.5,15.35,20.58,14.31,0.4,16.78,109.75,8.78,4.58,317.49,9.6,11.95,Yes,Yes,4.72,Yes,4,Morning
Dessert Menu,Caramel McFlurry,Ahmedabad,253.44,284.4,6.58,24.85,11.95,0.88,10.49,23.26,13.99,3.71,359.28,2.56,1.1,Yes,Yes,1.26,No,5.63,Evening
Meal Menu,McCombo Meal,Hyderabad,209.64,399.55,18.19,10.84,18.88,0.84,24.31,45.07,14.09,9.83,996.76,2.38,12.35,No,Yes,9.77,Yes,2.25,Afternoon
Regular Menu,Green Chilli Aloo Naan,Mumbai,249.59,520.85,17.06,36.77,12.31,0.13,4.96,46.15,17.98,2.75,387.38,4.29,11.2,No,Yes,2.09,No,2.32,Evening
Dessert Menu,Apple Pie,Chennai,347.89,257.82,15.06,23,18.82,0.15,29.01,90.74,8.84,6.54,1364.61,9.1,6.36,No,Yes,2,Yes,1.48,Evening
Dessert Menu,Vanilla Ice Cream,Kolkata,206.18,882.62,13.79,27.78,16.75,0.59,17.24,72.01,7.5,4.08,1305.43,8.88,10.79,Yes,Yes,8.51,Yes,3.43,Evening
Dessert Menu,Apple Pie,Chennai,250.94,584.42,7.27,6.63,3.67,0.77,37.14,88.87,14.61,9.17,1181.45,6.07,13.78,No,Yes,5.44,Yes,2.25,Morning
Drink Menu,Pepsi,Pune,255.66,338.87,15.24,12.98,2.4,0.32,29.57,46.41,1.08,2.16,280.25,3.89,8.89,No,No,3.15,Yes,3.05,Morning
Regular Menu,McVeggie™ Burger,Ahmedabad,227.27,736.63,14.55,21.21,2.63,0.77,29.19,38.72,3.5,9.21,576.25,4.64,10.17,No,No,3.38,No,7.23,Morning
Regular Menu,American Veg Burger,Delhi,266.06,203.7,19.96,28.73,7.34,0.61,48.26,39.88,16.39,5.91,641.45,1.34,11.58,Yes,No,4.44,No,9.57,Evening
Meal Menu,McCombo Meal,Chennai,260.12,682.11,9.98,37.76,14.29,0.86,35.64,40.23,9.34,6.28,660.21,3.86,5.13,No,No,5.25,No,1.66,Afternoon
Meal Menu,McCombo Meal,Hyderabad,161.82,309.78,16.53,14.21,12.11,0.57,12.6,77.09,13.1,8.62,496.15,3.16,4.57,Yes,No,5.29,Yes,3.84,Afternoon
Dessert Menu,Chocolate Sundae,Chennai,227.66,318.99,20.2,19.91,1.39,0.9,15.67,75.18,15.69,0.26,1418.3,2.91,14.88,Yes,No,6.75,No,8.34,Evening
Drink Menu,Orange Juice,Kolkata,342.79,704.39,12.32,12.29,7.7,0.03,14.87,30.89,3.92,2.01,745.08,7.17,13.91,No,No,5.78,No,6.55,Evening
Dessert Menu,Caramel McFlurry,Bangalore,275.49,649.98,13.2,36.66,1.42,0.71,24.59,56.44,7.78,4.63,397.91,2.8,10.17,No,No,6.95,Yes,1.61,Afternoon
Drink Menu,Hot Coffee,Mumbai,221.38,628.88,8.21,9.56,9.32,0.35,38.21,113.68,9.69,9.19,251.66,3.65,12.57,No,No,9.09,No,3.25,Afternoon
Dessert Menu,Chocolate Sundae,Chennai,182.85,779.64,14.31,30.08,5.36,0.3,6.96,48.74,1.28,7.9,1040.08,1.34,2.05,No,Yes,4.36,Yes,8.92,Evening
Meal Menu,Chicken Supreme Meal,Kolkata,283.72,549.15,6.67,16.59,1.37,0.41,31.48,65.88,13.34,8.97,720.03,5.72,7.89,Yes,No,7.55,Yes,5.98,Morning
Drink Menu,Coca-Cola,Delhi,254.21,343.6,24.72,30.79,15.3,0.3,21.17,85.31,2.13,5,210.48,7.04,13.35,No,No,3.62,Yes,5.59,Evening
Drink Menu,Hot Chocolate,Pune,345.84,228.61,15.58,26.96,1.75,0.49,44.71,32.03,12.17,8.83,461.6,3.04,3.68,Yes,Yes,7.03,Yes,2,Afternoon
Regular Menu,McChicken Burger,Ahmedabad,101.87,777.07,20.59,8.3,1.64,0.61,30.31,65.54,1.72,3.37,1452.7,3.88,13.77,No,No,3.48,No,7.65,Evening
Drink Menu,Hot Coffee,Bangalore,100.16,812.94,6.24,37.18,16.18,0.27,11.85,37.57,3.86,1.83,697.37,6.72,11.34,Yes,Yes,2.72,No,6.04,Afternoon
Drink Menu,Hot Tea,Chennai,245.98,822.13,8.34,18.67,8.97,0.27,25.05,70.7,0.66,0.85,548.11,8.7,3.67,Yes,Yes,8.35,No,5.48,Afternoon
Regular Menu,McAloo Tikki Burger®,Mumbai,160.33,606.18,18.43,16.7,10.35,0.52,10.01,32.34,18.12,4.65,593.98,7.27,8.5,No,No,7.34,No,3.3,Afternoon
Drink Menu,Hot Coffee,Kolkata,146.39,422.6,14.06,33.43,19.55,0.08,34.96,29.7,18.4,3.32,1494.1,8.01,14.4,No,Yes,2.51,No,3.67,Afternoon
Dessert Menu,Caramel McFlurry,Delhi,80.01,258.13,18.44,13.5,10.05,0.56,33.56,92.88,13.97,1.94,843.63,5.12,8.8,No,No,8.2,No,6.51,Afternoon
Meal Menu,Chicken Supreme Meal,Pune,105.49,460.76,21.95,12.54,3.77,0.91,13.1,94.74,17.36,0.26,959.13,2.78,8.8,Yes,No,1.12,No,2.02,Morning
Regular Menu,Chicken McNuggets,Delhi,240.8,639.56,17.63,14.37,17.26,0.06,42.98,40.63,2.42,4.58,429.29,1.68,6.41,No,No,4.12,No,9.59,Afternoon
Regular Menu,McVeggie™ Burger,Chennai,146.88,792.23,22.7,6.15,11.49,0.55,30.54,69.95,5.4,4.69,595.12,9.59,6.16,Yes,Yes,2.73,No,2.7,Evening
Dessert Menu,Chocolate Sundae,Chennai,333.91,526.14,20.58,21.52,16.69,0.9,11.07,81.6,2.37,8.41,762.13,2.68,5.08,No,No,2.7,Yes,1.86,Afternoon
Regular Menu,Spicy Paneer Wrap,Bangalore,81.52,566.26,13.77,24.68,7.62,0.61,2.04,112.74,13.85,7.68,1280.13,6.57,14.52,No,Yes,8.08,No,5.75,Afternoon
Dessert Menu,Vanilla Ice Cream,Kolkata,130.51,353.87,6,35.24,18.11,0.14,37.71,64.56,19.19,2.75,774.67,2.3,2.13,No,Yes,8.24,Yes,8.81,Morning
Drink Menu,Hot Coffee,Pune,164.39,822.84,20.26,28.44,11.2,0.98,45.54,59.55,7.91,5.39,681.23,6.9,7.57,No,No,5.23,Yes,4.11,Morning
Drink Menu,Hot Coffee,Mumbai,124.77,810.81,10.36,36.74,18.71,0.04,38.45,76.49,5.06,3.55,820.25,4.69,13.35,No,Yes,1.62,No,8.47,Evening
Meal Menu,Veggie Deluxe Meal,Ahmedabad,111.85,755.74,20.45,18.06,9.26,0.94,40.53,78.37,3.64,7.56,830.56,3.68,8.09,Yes,Yes,8.41,Yes,7.09,Afternoon
Dessert Menu,Vanilla Ice Cream,Chennai,335.98,653.77,10.15,19.51,4.97,0.09,34.87,25.07,13.96,9.65,1190.88,9.74,7.05,No,Yes,9.42,No,1.52,Morning
Regular Menu,McChicken Burger,Ahmedabad,191.21,327.68,24.36,26.36,11.76,0.77,18.37,101.07,7.35,5.8,290.81,7.72,8.26,Yes,Yes,2.17,No,5.77,Evening
Regular Menu,Green Chilli Aloo Naan,Mumbai,143.15,882.33,23.64,26.4,8.1,0.74,1.51,31.2,11.46,7.23,944.83,5.22,6.48,Yes,Yes,2.08,No,4.6,Morning
Meal Menu,McCombo Meal,Mumbai,108.69,240.11,14.7,27.72,17.14,0.81,49.66,97.46,2.42,7.82,442.55,8.65,14.74,Yes,No,3.64,Yes,4.79,Morning
Regular Menu,McSpicy Chicken Burger,Kolkata,237.43,551.96,11.05,8.66,17.29,0.66,34.33,83.38,5.82,8.39,1430.23,7.02,10.88,No,Yes,7.62,Yes,8.42,Morning
Drink Menu,Iced Tea,Chennai,237.28,786.18,13.46,10.07,3.72,0.56,11.52,45.71,4.76,2.65,528.55,2.27,13.8,No,No,3.49,No,1.77,Morning
Dessert Menu,Apple Pie,Hyderabad,164.54,508.84,20.94,32.33,12.45,0.71,18.49,42.75,2.66,4,684.12,2.95,10.21,No,Yes,1.79,Yes,4.83,Morning
Drink Menu,Iced Tea,Kolkata,191.32,838.51,11.9,19.8,10.21,0.88,38.76,91.51,10.9,4.67,258.23,2.39,9.49,No,Yes,5.04,No,4.12,Afternoon
Drink Menu,Hot Tea,Ahmedabad,127.51,841.9,18.23,27.2,4.86,0.62,14.92,80.9,14.34,1.63,532.95,4.89,12.49,No,No,1.93,No,8.18,Morning
Meal Menu,Veggie Deluxe Meal,Ahmedabad,346.18,233.98,18.06,21.69,5.62,0.71,44.04,94.64,7.76,1.95,1068.32,1.31,8.55,Yes,Yes,9.68,No,1.01,Evening
Drink Menu,Orange Juice,Bangalore,272.45,786.23,7.69,34.37,5.33,0.67,28.64,21.51,9.52,9.14,890.15,1.61,9.7,No,Yes,5.38,No,8.6,Afternoon
Meal Menu,McCombo Meal,Delhi,248.44,565.24,6.15,17.13,10.02,0.27,22.39,43.58,4.11,4.49,1201.17,6.18,11.85,Yes,No,1.95,Yes,2.71,Afternoon
Regular Menu,Spicy Paneer Wrap,Chennai,345.07,310.14,15.97,7.33,15.06,0.35,22.73,26.6,13.15,6.25,580.61,5.32,9.93,No,No,9.44,No,9.49,Evening
Regular Menu,McVeggie™ Burger,Kolkata,245.8,427.16,6.46,30.61,15.33,0.03,33.03,87.12,16.73,4.17,972.9,6.99,8.34,No,No,4.36,No,4.13,Morning
Meal Menu,Chicken Supreme Meal,Ahmedabad,242.71,289.37,5.17,19.45,18.16,0.48,30.1,96.14,12.1,9.52,1197.76,8.01,8.4,No,Yes,4.43,No,8.04,Morning
Dessert Menu,Caramel McFlurry,Kolkata,207.19,733.11,6.95,5.54,5.79,0.81,25.19,46.42,11.17,5.77,958.74,1.41,8.54,No,No,4.12,No,6.76,Afternoon
Regular Menu,Green Chilli Aloo Naan,Chennai,180.85,899.71,12.03,25.95,3.41,0.33,10.39,52.5,2.71,6.39,676.25,4.89,12.85,No,No,6,Yes,8.67,Evening
Meal Menu,Chicken Supreme Meal,Bangalore,327.15,260.71,15.66,20.14,2.02,0.16,25.81,35.26,9.27,5.7,765.49,5.96,1.61,No,Yes,4.19,No,4.47,Morning
Regular Menu,Green Chilli Aloo Naan,Kolkata,176.31,484,20.61,39.79,11.84,0.19,26.43,112.29,17.8,0.21,1266.84,2.36,4.32,No,Yes,2.63,No,2.99,Evening
Dessert Menu,Chocolate Sundae,Bangalore,158.87,453.68,18.69,37.75,11.06,0.6,48.87,29.62,3.33,6.3,315.29,4.39,12.27,No,Yes,6.74,No,8.3,Evening
Meal Menu,McCombo Meal,Chennai,93.71,335.89,23.86,22.23,2.3,0.35,16.65,89.2,1.52,4.77,1344.9,2.64,11.19,Yes,Yes,5.95,No,2.21,Afternoon
Drink Menu,Iced Tea,Kolkata,260.12,403.22,7.36,10.55,8.88,0.74,7.37,34.67,8.91,7.84,1044.95,5.47,14.44,Yes,No,2.82,No,9.61,Evening
Regular Menu,McSpicy Chicken Burger,Bangalore,303.77,381.97,22.1,27.07,9.07,0.38,1.61,97.79,10.71,3.66,233.52,2.94,5.35,No,No,9.96,Yes,6.96,Afternoon
Meal Menu,Veggie Deluxe Meal,Mumbai,284.39,676.51,11.49,18.79,1.77,0.74,29.45,51.77,10.45,2.59,1328.23,4.69,5.88,Yes,No,6.15,No,5.54,Evening
Dessert Menu,Apple Pie,Bangalore,344.74,439.47,20.82,36.88,10.41,0.35,40.16,53.6,10.53,9.38,335.36,4.39,9.94,Yes,No,8.91,No,2.85,Afternoon
